graphname,clust_min,clust_max,clust_mean,clust_stdev,clust_const,deg_min,deg_max,deg_mean,deg_stdev,deg_const,percent_pos,weight_min,weight_max,weight_mean,weight_stdev,weight_const,chromatic,disconnected,assortativity,avg_neighbor_deg_min,avg_neighbor_deg_max,avg_neighbor_deg_mean,avg_neighbor_deg_stdev,avg_neighbor_deg_const,avg_deg_conn_min,avg_deg_conn_max,avg_deg_conn_mean,avg_deg_conn_stdev,avg_deg_conn_const,core_min,core_max,core_mean,core_stdev,core_const,mis,clust_log_kurtosis,deg_log_kurtosis,weight_log_kurtosis,avg_neighbor_deg_log_kurtosis,avg_deg_conn_log_kurtosis,core_log_kurtosis,clust_log_abs_skew,deg_log_abs_skew,weight_log_abs_skew,avg_neighbor_deg_log_abs_skew,avg_deg_conn_log_abs_skew,core_log_abs_skew,clust_skew_positive,deg_skew_positive,weight_skew_positive,avg_neighbor_deg_skew_positive,avg_deg_conn_skew_positive,core_skew_positive,log_n,log_m,log_norm_ev1,log_norm_ev2,log_ev_ratio,clust_time,degree_time,ppos_time,weight_time,ev_time,chromatic_time,disconnected_time,assortativity_time,avg_neighbor_deg_time,avg_deg_conn_time,core_time,mis_time
g001112.zip,0.89638,0.906956,0.899566,0.00247216,0,0.808081,0.949495,0.9,0.0307874,0,0.471605,-1,1,-0.000493827,0.603529,0,0.46,0,-0.0303858,0.898023,0.904466,0.901085,0.00137031,0,0.899902,0.904287,0.90162,0.00126177,0,0.808081,0.818182,0.81798,0.00141414,0,0.03,1.90409,1.40592,1.02707,1.33657,1.18929,3.89224,0.921038,0.416476,0.00358976,0.344425,0.306879,2.06142,1,0,0,1,1,0,4.60517,8.40178,2.60337,0.872508,1.73086,0.000195,4e-06,6e-06,7.5e-05,0.000265,4.3e-05,0.000649,9.8e-05,2.1e-05,8.4e-05,2.7e-05,8e-06
g001111.zip,0,0.2,0.0970962,0.0493688,0,0.030303,0.151515,0.1,0.0253734,0,0.462626,-1,1,-0.0147475,0.609093,0,0.06,0,0.0740925,0.0808081,0.122475,0.105972,0.00843097,0,0.0808081,0.121212,0.104611,0.00893691,0,0.030303,0.0707071,0.0684848,0.00648041,0,0.24,1.33345,1.31485,1.02329,1.30714,1.77738,3.01435,0.0478725,0.0257837,0.0196647,0.31666,0.706655,1.57979,0,1,1,0,0,0,4.60517,6.20456,3.67318,2.10728,1.5659,2e-05,7e-06,1e-06,8e-06,4.1e-05,1.6e-05,1.8e-05,1.3e-05,7e-06,1.2e-05,1.3e-05,8e-06
g001110.zip,0,0.3,0.104314,0.0746858,0,0.0126582,0.177215,0.1,0.0336457,0,0.46519,-1,1,-0.0696203,0.997574,0,0.075,0,-0.107079,0.0759494,0.139241,0.112237,0.0109669,0,0.1,0.117722,0.110773,0.00532183,0,0.0126582,0.0759494,0.0697785,0.0116692,0,0.3125,1.58362,1.26252,0.702841,1.5785,1.33582,2.33702,0.752084,0.0200074,0.130659,0.372646,0.636076,1.20424,1,0,1,0,0,0,4.38203,5.75574,1.91392,0.340118,1.5738,1.8e-05,6e-06,0,5e-06,3e-05,1.2e-05,1.2e-05,1.1e-05,6e-06,9e-06,9e-06,6e-06
g001109.zip,0,0,0,0,1,0.00428266,0.00856531,0.0075221,0.00123202,0,1,0.384615,1,0.686319,0.307634,0,0.00854701,0,0.393367,0.00499643,0.00856531,0.00764678,0.0007949,0,0.00670574,0.00806718,0.00731358,0.000565284,0,0.00428266,0.00428266,0.00428266,0,1,0.431624,0,1.24739,0.693905,1.16527,0.916291,0,0,0.524436,0.0381979,0.369155,0.314552,0,1,0,1,0,1,1,6.14847,6.71174,5.92521,2.92442,3.00079,6.4e-05,1e-05,1e-06,1.5e-05,9.3e-05,4.1e-05,1.6e-05,2e-05,1.5e-05,2e-05,3.2e-05,3.2e-05
g001108.zip,0,0,0,0,1,0.0126582,0.101266,0.0379747,0.0200144,0,1,0.277778,1,0.474265,0.197651,0,0.0375,0,-0.0742794,0.0253165,0.101266,0.0499354,0.0126413,0,0.045793,0.0558451,0.0498207,0.00334843,0,0.0126582,0.0253165,0.0223101,0.00538672,0,0.5,0,1.335,1.30852,1.84752,1.12047,1.25903,0,0.426093,0.635425,0.66115,0.364636,0.803657,1,1,1,1,1,0,4.38203,4.78749,7.91987,6.27365,1.64622,1.3e-05,5e-06,0,5e-06,2e-05,1e-05,5e-06,6e-06,5e-06,5e-06,7e-06,7e-06
g001106.zip,0.0277778,0.142857,0.0906451,0.0369897,0,0.040404,0.181818,0.1,0.0290481,0,1,0.1,1,0.56202,0.288171,0,0.06,0,-0.0146169,0.0774411,0.129293,0.108552,0.0100095,0,0.10303,0.113468,0.108805,0.0032084,0,0.040404,0.0707071,0.0663636,0.00688871,0,0.27,1.06646,1.28199,1.05082,1.45849,1.17819,1.70232,0.137982,0.153366,0.0533636,0.422014,0.502549,0.909621,0,1,0,0,0,0,4.60517,6.20456,4.66894,2.20799,2.46094,2e-05,4e-06,1e-06,9e-06,3.5e-05,1.5e-05,1.9e-05,1.2e-05,7e-06,1.2e-05,1.2e-05,8e-06
g001105.zip,1,1,1,0,1,1,1,1,0,1,1,0.252396,1,0.34287,0.0889075,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.0015625,0,0,2.60882,0,0,0,0,0,1.43373,0,0,0,1,1,1,1,1,1,6.46147,12.2282,8.57472,2.20639,6.36833,8e-06,1.3e-05,0.000344,0.011912,0.018538,1e-06,0,2e-06,2e-06,1e-06,0,0
g001104.zip,0.746947,0.749073,0.747809,0.000537889,0,0.702355,0.788009,0.747722,0.014481,0,1,2.59189e-08,1,0.0722292,0.0721189,0,0.211765,0,-0.00186443,0.74693,0.749077,0.748003,0.000284042,0,0.74766,0.748363,0.747997,0.000126302,0,0.702355,0.706638,0.706621,0.000234255,0,0.00534759,1.33548,1.37596,2.29871,1.46006,1.66496,5.61639,0.504952,0.0697695,1.09664,0.00509958,0.237196,2.83413,1,0,1,0,0,0,6.84055,12.6962,2.51558,-3.42942,5.945,0.029627,1.8e-05,0.000563,0.01493,0.030545,0.00212,0.666809,0.014953,0.001102,0.014005,0.001538,8.1e-05
g001103.zip,0.333333,0.733333,0.581481,0.112293,0,0.020202,0.111111,0.0644444,0.0223038,0,1,0.0850583,1,0.654583,0.230822,0,0.08,0,0.386875,0.030303,0.094697,0.0689591,0.0139821,0,0.0454545,0.0829726,0.0686305,0.0124646,0,0.020202,0.0707071,0.0469697,0.0106301,0,0.24,1.5254,1.19307,1.21062,1.33928,1.07787,1.58247,0.754955,0.158335,0.369881,0.233345,0.383079,0.0134229,0,1,0,0,0,1,4.60517,5.76519,12.2003,10.1606,2.03972,1.6e-05,5e-06,1e-06,6e-06,3e-05,1.5e-05,1.2e-05,1.1e-05,6e-06,9e-06,1.2e-05,8e-06
g001102.zip,0.142857,0.5,0.380952,0.168359,0,0.4,0.8,0.509091,0.178145,0,1,1,1,1,0,1,0.272727,0,-0.75,0.4,0.7,0.618182,0.133609,0,0.4,0.7,0.55,0.15,0,0.4,0.4,0.4,0,1,0.363636,0.916291,1.11241,0,1.11241,0.693147,0,0.5348,0.703405,0,0.703405,1.11022e-15,0,0,1,1,0,1,1,2.3979,3.3322,1.64348,0.918549,0.724932,1.2e-05,2e-06,0,2e-06,5e-06,3e-06,2e-06,3e-06,2e-06,5e-06,2e-06,1e-06
g001101.zip,0.257449,0.259855,0.258318,0.000498698,0,0.237288,0.280646,0.25834,0.00598319,0,1,4.75238e-05,1,0.00918748,0.0121202,0,0.0474877,0,0.999448,0.257951,0.259004,0.258478,0.000143357,0,0.258282,0.258827,0.258475,6.41454e-05,0,0.237288,0.242215,0.242206,0.000159141,0,0.00472906,1.74623,1.39284,4.72363,1.40803,2.27599,6.35647,0.632541,0.0127585,1.97969,0.0236052,0.285371,3.16371,1,0,1,1,1,0,8.53208,15.0173,4.5389,-2.13285,6.67175,0.160934,0.000125,0.005316,0.111017,0.305789,0.033993,15.6892,0.135495,0.028091,0.125015,0.023456,0.000522
g001100.zip,1,1,1,0,1,1,1,1,0,1,1,0.252427,1,0.338344,0.0730946,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.003125,0,0,2.97663,0,0,0,0,0,1.6041,0,0,0,1,1,1,1,1,1,5.76832,10.8404,8.17976,1.99335,6.18641,8e-06,8e-06,8.5e-05,0.001009,0.001929,0,1e-06,1e-06,2e-06,1e-06,1e-06,1e-06
g001099.zip,0,0.111111,0.0240741,0.0379823,0,0.0294118,0.176471,0.0792839,0.0291137,0,1,0.0143742,1,0.456642,0.240842,0,0.057971,0,0.0720013,0.0588235,0.117647,0.0891735,0.011658,0,0.0661765,0.0980392,0.0885359,0.00820938,0,0.0294118,0.0588235,0.0524297,0.00770807,0,0.347826,1.41735,1.61728,1.14604,1.38735,1.90712,1.09046,0.822757,0.685657,0.011626,0.000711677,1.03015,0.447189,1,1,0,0,0,0,4.23411,5.22575,13.5551,11.5185,2.03663,1.7e-05,4e-06,1e-06,7e-06,2.1e-05,1e-05,7e-06,8e-06,5e-06,6e-06,8e-06,6e-06
g001098.zip,0.0444444,0.222222,0.12569,0.0574216,0,0.0379747,0.177215,0.110759,0.0323652,0,1,0.273616,1,0.482196,0.200006,0,0.075,0,0.008635,0.0933544,0.147679,0.120245,0.00901256,0,0.115991,0.132911,0.120988,0.00435981,0,0.0379747,0.0759494,0.0731013,0.0091663,0,0.2625,1.00537,1.34827,1.33133,1.60055,1.78752,2.5437,0.197447,0.241044,0.626056,0.164304,0.904596,1.43166,0,0,1,0,1,0,4.38203,5.85793,7.83333,5.44046,2.39287,1.9e-05,4e-06,1e-06,7e-06,2.8e-05,1.2e-05,1.4e-05,1.1e-05,6e-06,1e-05,1e-05,7e-06
g001097.zip,0,0.666667,0.0694444,0.158966,0,0.000366032,0.00146413,0.00107064,0.000273658,0,1,0.000106662,1,0.19711,0.15792,0,0.00146359,0,0.177063,0.000488043,0.00146413,0.00113095,0.000169585,0,0.00107023,0.00121316,0.0011257,5.39068e-05,0,0.000366032,0.000732064,0.000698984,0.000104949,0,0.425174,2.29999,1.54905,1.55409,1.61747,1.11057,2.31887,1.26518,0.541192,0.710469,0.512674,0.561123,1.34997,1,0,1,0,1,0,7.91316,8.2933,16.5181,13.3343,3.18381,8.9e-05,8.4e-05,5e-06,5.1e-05,0.000531,0.000249,0.000105,8.2e-05,7.1e-05,8.9e-05,0.000157,0.000183
g001096.zip,0.04,0.0746753,0.0602702,0.00765475,0,0.0337922,0.0838548,0.06,0.00790558,0,1,1,1,1,0,1,0.02125,0,-0.00271391,0.0570505,0.0648784,0.0610452,0.0011585,0,0.0592119,0.0629693,0.0610461,0.000718713,0,0.0337922,0.0463079,0.0461655,0.000887915,0,0.0925,1.49858,1.38112,0,1.38312,1.79681,4.53143,0.37273,0.0778245,0,0.0957275,0.112769,2.24994,0,1,1,0,0,0,6.68461,9.86141,4.00775,-0.652155,4.6599,0.000141,1.7e-05,2.5e-05,0.000312,0.000848,0.000205,0.001841,0.000394,7.8e-05,0.000351,0.000171,7.1e-05
g001095.zip,0.896834,0.904188,0.900901,0.0021901,0,0.787879,0.959596,0.9,0.031766,0,1,0.1,1,0.550303,0.284053,0,0.45,0,-0.0179768,0.898536,0.904932,0.901141,0.00128057,0,0.898884,0.903788,0.901156,0.00121492,0,0.787879,0.818182,0.817677,0.00360678,0,0.03,1.17422,1.5709,1.02775,1.39142,1.36217,4.03392,0.401079,0.491209,0.010702,0.137605,0.231916,2.11203,0,0,1,1,1,0,4.60517,8.40178,4.5977,0.307341,4.29036,0.000194,4e-06,6e-06,8e-05,0.000235,4.3e-05,0.000609,0.000106,2.1e-05,8.4e-05,2.7e-05,8e-06
g001094.zip,0,0.5,0.15923,0.115267,0,0.0506329,0.202532,0.110759,0.0391945,0,1,0.278846,1,0.375943,0.135856,0,0.075,0,-0.0362149,0.0976492,0.155063,0.125057,0.0116313,0,0.111652,0.133966,0.124003,0.0062107,0,0.0506329,0.0759494,0.0708861,0.00738095,0,0.2625,1.88378,1.25682,2.11652,1.34681,1.16671,1.46207,0.948528,0.487625,1.16409,0.150254,0.178243,0.765491,1,1,1,1,0,0,4.38203,5.85793,7.62799,5.61718,2.01081,1.8e-05,3e-06,1e-06,7e-06,2.8e-05,1.2e-05,1.3e-05,1.2e-05,6e-06,9e-06,1e-05,6e-06
g001093.zip,0.0555556,0.222222,0.124128,0.0482986,0,0.020202,0.171717,0.1,0.031117,0,0.492929,-1,1,-0.00222222,0.593411,0,0.07,0,0.0167008,0.0892256,0.137374,0.109349,0.0089668,0,0.0959596,0.117109,0.108662,0.0057208,0,0.020202,0.0707071,0.0668687,0.00866335,0,0.24,1.22002,1.31909,1.02586,1.4292,1.3774,2.554,0.442377,0.0879609,0.0261162,0.0178722,0.574493,1.33501,1,1,0,1,0,0,4.60517,6.20456,3.65357,2.05146,1.60211,2e-05,4e-06,0,1.1e-05,4.2e-05,1.5e-05,1.9e-05,1.3e-05,6e-06,1.2e-05,1.2e-05,8e-06
g001092.zip,0.279327,0.308625,0.29465,0.00870143,0,0.221106,0.407035,0.29397,0.0340079,0,0.494188,-1,1,-0.00722051,0.583832,0,0.1,0,-0.0338504,0.28805,0.311772,0.298037,0.00403957,0,0.289447,0.304705,0.297494,0.00316846,0,0.221106,0.236181,0.235578,0.00204492,0,0.07,1.11262,1.53606,1.02925,1.46764,1.56833,3.0921,0.240022,0.392318,0.00884486,0.149182,0.374933,1.60676,0,1,1,1,0,0,5.29832,8.6742,4.74579,2.75082,1.99497,0.000126,5e-06,8e-06,0.000109,0.00031,6e-05,0.00057,0.000108,2.7e-05,0.000109,4.9e-05,1.7e-05
g001091.zip,0,0,0,0,1,0.00149477,0.00747384,0.00587199,0.0012121,0,1,1e-05,1,0.132331,0.338685,0,0.00597015,0,0.0235245,0.00348779,0.00747384,0.00612602,0.000630959,0,0.0044843,0.00717489,0.00591413,0.000880627,0,0.00149477,0.0044843,0.00375923,0.000751502,0,0.380597,0,1.42948,1.90443,1.55058,1.17476,0.742441,0,0.474744,1.15422,0.181861,0.239573,0.0907181,1,0,1,0,0,0,6.50728,7.18235,14.0963,11.9285,2.16784,3.3e-05,1.6e-05,1e-06,2e-05,0.000153,5.6e-05,3e-05,2.9e-05,2e-05,3e-05,4.2e-05,4.2e-05
g001090.zip,0.5,0.5,0.5,0,1,0.454545,0.454545,0.454545,0,1,1,1,1,1,0,1,0.333333,0,0,0.454545,0.454545,0.454545,0,1,0.454545,0.454545,0.454545,0,1,0.454545,0.454545,0.454545,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.48491,3.4012,1.59497,-0.111696,1.70667,1e-05,1e-06,0,4e-06,7e-06,3e-06,2e-06,4e-06,2e-06,2e-06,2e-06,1e-06
g001089.zip,0,0,0,0,1,0.000549149,0.00768808,0.0021761,0.0004522,0,1,1e-05,1,0.0676294,0.25103,0,0.00219539,0,0.187138,0.0010983,0.00384404,0.0022491,0.000313726,0,0.00203982,0.00274574,0.00252093,0.000237014,0,0.000549149,0.00164745,0.0015736,0.000195134,0,0.405049,0,3.9358,2.62955,2.38411,1.141,2.21443,0,1.59099,1.49176,1.13929,0.57576,1.24362,1,1,1,1,0,0,7.50769,8.19146,14.5695,12.3943,2.17517,6.1e-05,3.4e-05,5e-06,5e-05,0.000413,0.000153,8.6e-05,6.5e-05,4.7e-05,7.7e-05,0.000108,0.000118
g001088.zip,0,0,0,0,1,0.00299401,0.0329341,0.00815086,0.00412269,0,1,1,1,1,0,1,0.00895522,0,0.199999,0.00598802,0.0249501,0.009832,0.00322246,0,0.0089276,0.0133067,0.011494,0.00162708,0,0.00299401,0.00598802,0.00506748,0.00138157,0,0.519403,0,2.17843,0,1.88457,0.932462,0.991915,0,0.845824,0,0.85619,0.349415,0.606773,1,1,1,1,0,0,5.81413,6.12249,3.64865,1.31202,2.33663,2.2e-05,9e-06,1e-06,6e-06,7.1e-05,3.1e-05,1.4e-05,1.4e-05,1.3e-05,1.4e-05,2.1e-05,2.5e-05
g001087.zip,0.203262,1,0.924675,0.232174,0,0.0939891,1,0.198124,0.264549,0,0.585248,-0.886285,1,0.0497709,0.227507,0,0.112445,0,-0.881065,0.197248,0.949113,0.863311,0.233777,0,0.197248,0.947871,0.303711,0.25452,0,0.0939891,0.111475,0.10533,0.00348891,0,0.888646,2.26256,2.0992,1.38285,2.09265,1.87646,1.29479,1.32391,1.24655,0.00291045,1.24445,1.14044,0.00253841,0,1,1,0,1,0,6.82002,11.3269,6.76994,3.62237,3.14757,0.001948,2.1e-05,0.000111,0.013847,0.003593,0.000734,0.040044,0.001862,0.00029,0.009626,0.000633,0.000243
g001086.zip,0.392857,1,0.844621,0.205935,0,0.000269906,0.071525,0.00158739,0.00230064,0,1,0.132201,1,0.563525,0.123548,0,0.001619,0,-0.0400133,0.0011336,0.0407557,0.00542473,0.00511846,0,0.00242915,0.00607587,0.00420883,0.000749559,0,0.000269906,0.000809717,0.00080389,3.97232e-05,0,0.439557,1.13614,5.77093,1.3179,2.47669,1.51313,3.93029,0.606834,2.70886,0.000536895,1.27895,0.32559,2.05876,0,1,0,1,1,0,8.21771,9.29633,4.65299,1.17242,3.48057,0.000152,6.5e-05,1.5e-05,0.000196,0.009092,0.000455,0.000305,0.000247,0.000114,0.000217,0.000284,0.000271
g001085.zip,0,1,0.295062,0.367026,0,0,0.0450533,0.00104979,0.00155531,0,1,0.551748,1,0.859715,0.0609047,0,0.00121729,1,-0.0488847,0.000304414,0.0450533,0.00381018,0.0050819,0,0.00129883,0.00487653,0.00280635,0.000674776,0,0,0.000913242,0.000611144,0.000240019,0,0.570907,1.20887,5.57663,1.64006,3.37178,1.58967,1.32692,0.640048,2.59725,0.619275,1.67031,0.141001,0.381288,1,1,0,1,1,0,8.09743,8.64224,7.27475,4.14322,3.13153,0.000116,5.8e-05,8e-06,9.3e-05,0.000765,0.000361,0.000177,0.000125,9.3e-05,0.000123,0.000205,0.000277
g001084.zip,0,0.166667,0.0111111,0.041574,0,0.0135135,0.108108,0.0540541,0.0228268,0,1,0.1,1,0.512667,0.264146,0,0.0533333,0,-0.0649594,0.045045,0.108108,0.0647091,0.0108676,0,0.0592342,0.0777027,0.0653435,0.00526114,0,0.0135135,0.0405405,0.0365766,0.00757186,0,0.453333,2.64415,1.26183,1.06419,1.81193,1.63114,1.81153,1.49837,0.323357,0.163481,0.752748,0.847922,1.01976,1,1,1,1,1,0,4.31749,5.01064,4.45663,2.47096,1.98567,1.6e-05,4e-06,0,4e-06,2e-05,1.1e-05,5e-06,7e-06,5e-06,6e-06,7e-06,6e-06
g001083.zip,0,0.0166667,0.00232514,0.0042153,0,0.000833472,0.00516753,0.00266239,0.00066367,0,1,0.25,1,0.585328,0.312615,0,0.0015,0,0.00228855,0.00214619,0.00369506,0.0028273,0.000174568,0,0.00271371,0.00295188,0.00282332,4.20298e-05,0,0.000833472,0.00183364,0.00179397,0.000116132,0,0.201,1.9558,1.379,0.910292,1.45666,2.04046,3.06504,1.0725,0.213574,0.314241,0.116075,0.217499,1.57418,1,1,1,1,0,0,8.69951,10.7772,5.91806,0.980621,4.93744,0.008368,0.000107,7.9e-05,0.000783,0.002631,0.001404,0.011248,0.00107,0.000321,0.000894,0.000905,0.000575
g001082.zip,0.0150183,0.0223547,0.0196666,0.00174213,0,0.0141724,0.0280074,0.0200017,0.00183777,0,0.747864,-0.87102,1,0.133628,0.199757,0,0.0055668,0,-0.000783732,0.0196571,0.0207967,0.0201707,0.000166122,0,0.0199831,0.0204343,0.0201742,5.85925e-05,0,0.0141724,0.0163658,0.0163454,0.000135026,0,0.0443657,1.38777,1.38793,1.38574,1.3679,2.27934,4.76272,0.538817,0.0950098,0.00272763,0.00338908,0.623691,2.37487,0,1,1,1,1,0,8.68744,12.7696,7.9327,2.43216,5.50054,0.001295,0.000108,0.000601,0.015064,0.032103,0.003679,0.178654,0.015382,0.001512,0.014508,0.003436,0.000596
g001081.zip,0.782677,0.791104,0.786631,0.00231922,0,0.713568,0.854271,0.786884,0.0284672,0,0.506035,-1,1,0.00698767,0.585895,0,0.295,0,-0.0078514,0.785521,0.790483,0.787922,0.000982743,0,0.786994,0.789551,0.787885,0.000552472,0,0.713568,0.718593,0.718568,0.000354441,0,0.02,1.16722,1.31291,1.0202,1.34828,1.632,5.29333,0.2144,0.161002,0.0185382,0.0707327,0.549329,2.71044,1,0,0,1,1,0,5.29832,9.6588,4.25967,2.24609,2.01358,0.000677,7e-06,2.9e-05,0.0003,0.000831,0.000124,0.003758,0.000275,6e-05,0.000286,7.7e-05,1.6e-05
g001080.zip,0.788765,0.800687,0.794205,0.0036574,0,0.689076,0.87395,0.794398,0.0348669,0,0.499647,-1,1,0.00286671,0.590213,0,0.325,0,-0.0146101,0.792419,0.801301,0.79595,0.00164575,0,0.794559,0.799139,0.795969,0.00103486,0,0.689076,0.705882,0.705602,0.00215158,0,0.0333333,1.08266,1.42875,1.02089,1.39437,1.77631,4.07782,0.327031,0.272375,0.00454687,0.3494,0.763405,2.14604,1,0,1,1,1,0,4.78749,8.6433,4.12438,2.54155,1.58282,0.00022,5e-06,1e-05,0.00012,0.000297,5.3e-05,0.000823,0.000111,2.5e-05,0.000105,3.6e-05,9e-06
g001079.zip,0.529412,0.529412,0.529412,0,1,0.529412,0.529412,0.529412,0,1,1,1,1,1,0,1,0.285714,0,0,0.529412,0.529412,0.529412,0,1,0.529412,0.529412,0.529412,0,1,0.529412,0.529412,0.529412,0,1,0.114286,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.55535,5.75257,2.28566,-1.09861,3.38427,1.9e-05,2e-06,0,7e-06,2e-05,7e-06,1.2e-05,1e-05,4e-06,7e-06,5e-06,2e-06
g001078.zip,0,0.021978,0.00560055,0.00540014,0,0.000750188,0.00825206,0.003986,0.00100466,0,1,0.25,1,0.585194,0.312146,0,0.00225,0,0.00290216,0.00327355,0.00534749,0.00423859,0.000261686,0,0.00405101,0.00483454,0.00426964,0.000132852,0,0.000750188,0.00275069,0.0026928,0.000179873,0,0.20225,1.68879,1.40008,0.912269,1.44812,2.55823,3.14679,0.794047,0.23756,0.315968,0.0912989,1.30334,1.61268,1,1,1,1,1,0,8.29405,10.3697,5.7134,0.981175,4.73223,0.000185,6.9e-05,5.7e-05,0.000505,0.001809,0.000858,0.001883,0.008718,0.000192,0.000596,0.000589,0.000365
g001077.zip,1,1,1,0,1,1,1,1,0,1,1,0.249191,1,0.33111,0.0562269,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.0015625,0,0,3.45257,0,0,0,0,0,1.81039,0,0,0,1,1,1,1,1,1,6.46147,12.2282,8.51788,1.40019,7.11769,8e-06,1.4e-05,0.000358,0.011808,0.015819,0,0,2e-06,3e-06,1e-06,1e-06,1e-06
g001076.zip,0,0.0357143,0.00548578,0.00993457,0,0.002002,0.023023,0.01001,0.00311438,0,1,0.1,1,0.54966,0.289053,0,0.007,0,0.00792817,0.00734067,0.0147648,0.0109765,0.0010734,0,0.0105105,0.0124908,0.0111,0.000402887,0,0.002002,0.00700701,0.00663263,0.000741095,0,0.274,1.81326,1.49796,1.01198,1.48786,2.11908,2.41141,1.02007,0.369117,0.000189331,0.0940969,1.07616,1.24013,1,1,1,1,1,0,6.90776,8.51719,5.87595,2.08898,3.78697,5.6e-05,1.7e-05,7e-06,9.8e-05,0.000293,0.00014,0.000196,0.000119,3.8e-05,9.7e-05,0.000148,9.1e-05
g001075.zip,0,0.333333,0.0454545,0.102763,0,3.70124e-05,0.000148049,0.000107964,2.71467e-05,0,1,4.37315e-06,1,0.179403,0.144064,0,0.000148044,0,0.164317,4.93498e-05,0.000148049,0.000113888,1.68213e-05,0,0.000107587,0.000121373,0.000113179,5.18783e-06,0,3.70124e-05,7.40247e-05,7.12864e-05,9.68785e-06,0,0.425515,1.91784,1.57368,1.52713,1.59387,1.07222,2.53339,1.12396,0.548745,0.696377,0.48827,0.484398,1.44814,1,0,1,0,1,0,10.2043,10.5817,16.5324,12.4327,4.09975,0.012963,0.000482,7.1e-05,0.000639,0.005739,0.011272,0.001267,0.000921,0.000836,0.000904,0.010005,0.002155
g001074.zip,0,0,0,0,1,0.000248108,0.000496216,0.000455409,6.09423e-05,0,1,0.00505051,1,0.293504,0.221042,0,0.000620194,0,0.329994,0.00028946,0.000496216,0.000460912,3.73616e-05,0,0.000415506,0.000474513,0.000440799,2.48146e-05,0,0.000248108,0.000248108,0.000248108,0,1,0.385636,0,1.27786,1.45903,1.3706,0.916291,0,0,0.686424,0.666863,0.606476,0.385274,0,1,0,1,0,1,1,8.99492,9.60225,9.33302,5.59664,3.73638,0.000264,0.000136,2e-05,0.000229,0.009969,0.00085,0.000476,0.000344,0.000244,0.000319,0.000663,0.000601
g001073.zip,0,0,0,0,1,0.0100251,0.0100251,0.0100251,0,1,0.48625,-0.956119,1,-0.00577357,0.317829,0,0.005,0,0,0.0100251,0.0100251,0.0100251,0,1,0.0100251,0.0100251,0.0100251,0,1,0.0100251,0.0100251,0.0100251,0,1,0.5,0,0,1.37843,0,0,0,0,0,0.0342519,0,0,0,1,1,1,1,1,1,5.99146,6.68461,14.5234,12.3378,2.18558,2.4e-05,7e-06,1e-06,1.4e-05,9.3e-05,2.1e-05,1.1e-05,1.9e-05,1.3e-05,1.9e-05,1.6e-05,1.5e-05
g001072.zip,0,0.333333,0.0266667,0.0836217,0,0.0126582,0.113924,0.0379747,0.0214631,0,1,0.288961,1,0.444481,0.170699,0,0.05,0,-0.0952162,0.0253165,0.113924,0.0513984,0.0160314,0,0.0379747,0.0548523,0.0491437,0.00490461,0,0.0126582,0.0253165,0.0224684,0.00528585,0,0.4625,2.5704,1.7054,1.30607,1.96665,1.48396,1.31769,1.45099,0.752888,0.638398,0.822407,0.669697,0.840319,1,1,1,1,0,0,4.38203,4.78749,7.82818,6.04723,1.78095,1.4e-05,5e-06,0,4e-06,2e-05,1.1e-05,5e-06,6e-06,6e-06,5e-06,8e-06,7e-06
g001071.zip,0,0,0,0,1,0.0175439,0.0175439,0.0175439,0,1,0.489796,-0.956119,1,0.000231311,0.317157,0,0.0116618,0,0,0.0175439,0.0175439,0.0175439,0,1,0.0175439,0.0175439,0.0175439,0,1,0.0175439,0.0175439,0.0175439,0,1,0.341108,0,0,1.38565,0,0,0,0,0,0.0444855,0,0,0,1,1,1,1,1,1,5.83773,6.93634,14.1926,12.0601,2.1325,2.4e-05,6e-06,2e-06,2e-05,9.5e-05,2.3e-05,2.1e-05,2.5e-05,1.3e-05,2.3e-05,1.6e-05,1.4e-05
g001070.zip,0.622228,0.656218,0.640039,0.00996315,0,0.133799,0.144693,0.139106,0.0014325,0,0.233434,-1,1,-0.533132,0.846032,0,0.0505445,0,-9.10629e-05,0.138973,0.139326,0.139121,6.33472e-05,0,0.139057,0.139209,0.139124,2.48653e-05,0,0.133799,0.134637,0.134636,2.18802e-05,0,0.00642279,1.05843,1.40831,1.2777,1.25093,1.94036,7.11275,0.191947,0.0180478,0.815502,0.336182,0.419059,3.54364,0,0,1,1,1,0,8.1834,13.7009,4.17502,-0.030936,4.20595,0.019868,7.7e-05,0.009617,0.021538,0.084435,0.014566,1.36556,0.040838,0.003071,0.032362,0.00391,0.000321
