fname,n,m,comments
g001532.zip,2000,11766,"NAME: g40.rud || COMMENT: instances generated by helmberg and rendl (2000) who used rudy, a machine independent graph generator by giovanni rinaldi to create 54 instances ranging from n=80 to 3000. they consist of toroidal, planar and random graphs with wieghts taking values -1 0 or 1. burer (2001) and festa et al (2002) used these graphs in their experiments"
g001533.zip,987,1923,"NAME: wrp3-67. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name   ""wrp3-67.stp"", Remark ""Group Steiner Tree problem from VLSI wire routing"", End"
g001534.zip,150,8844,NAME: be150.8.3.sparse || COMMENT: biqmac_all/biq/be/ data set
g001535.zip,1883,188300,NAME: Watts-Strogatz random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: k=201; n=1883; p=0.028489909354; seed=1729 Weight distribution parameters: alpha=15.9498033861; beta=3.44119968461; seed=1729. || TYPE: Random Graphs
g001536.zip,90,135,"NAME: msm1844. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""MSM1844"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g001537.zip,670,166508,NAME: GNP random graph using networkx library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: n=670; p=0.743004979244; seed=1729 Weight distribution parameters: a=-1.0; b=31.0; seed=1729. || TYPE: Random Graphs
g001538.zip,743,19204,NAME: Erdos Renyi random graph using networkx library in python. Weights computed via the triangular distribution. || COMMENT: Graph parameters: n=743; p=0.0701134594178; seed=1729 Weight distribution parameters: low=7.0; high=70.0; mode=58.0135535093; seed=1729. || TYPE: Random Graphs
g001539.zip,346,583,"NAME: gap3036. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""GAP3036"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g001540.zip,32,46,"NAME: g1 || COMMENT: From http://www.dharwadker.org/hamilton/, Example 1 given by Roberto Tauraso. Graph has a hamiltonian circuit."
g001541.zip,111,110,"NAME: pr107fst. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""pr107fst"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001542.zip,1000,449449,"NAME: DSJC1000.9 || COMMENT: c FILE: DSJC1000.9, c, c SOURCE: David Johnson (dsj@research.att.com), c, c DESCRIPTION: Random graph used in the paper, c              ""Optimization by Simulated Annealing: An, c               Experimental Evaluation; Part II, Graph, c               Coloring and Number Partitioning"" by, c              David S. Johnson, Cecilia R. Aragon, , c              Lyle A. McGeoch and Catherine Schevon, c              Operations Research, 39, 378-406 (1991), c"
g001543.zip,658,76092,NAME: Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the weibull distribution. || COMMENT: Graph parameters: k=142; n=658; p=0.630187128164; seed=1729 Weight distribution parameters: alpha=3.60190323903; beta=18.1782357419; seed=1729. || TYPE: Random Graphs
g001544.zip,1287,17820,NAME: Simplex random graph using rudy library in python. Weights computed via the constant distribution. || COMMENT: Graph parameters: dim=8; seed=-1; sum=5 Weight distribution parameters: alpha=1.0; seed=1729. || TYPE: Random Graphs
g001545.zip,720,254998,NAME: Dense GNM random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: m=254998.0; n=720; seed=1729 Weight distribution parameters: alpha=19.7278663354; beta=3.11934702546; seed=1729. || TYPE: Random Graphs
g001546.zip,2500,3125,"NAME: e04. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001547.zip,4023,5766825,NAME: GNP random graph using networkx library in python. Weights computed via the beta distribution. || COMMENT: Graph parameters: n=4023; p=0.712472821195; seed=1729 Weight distribution parameters: alpha=10.0; beta=5.0; seed=1729. || TYPE: Random Graphs
g001548.zip,640,204480,"NAME: i640-223. || COMMENT: SECTION Comment, Name ""i640-223-PCST"", Creator ""Indaco Biazzo"" , Remark ""derived from Incidence graph by Cees Duin"""
g001549.zip,181,289,"NAME: eil51fst. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""eil51fst"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001550.zip,2500,3125,"NAME: e01. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001551.zip,802,1553,"NAME: wrp4-39. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name   ""wrp4-39.stp"", Remark ""Group Steiner Tree problem from VLSI wire routing"", End"
g001552.zip,640,1280,"NAME: i640-131. || COMMENT: SECTION Comment, Name ""i640-131-PCST"", Creator ""Indaco Biazzo"" , Remark ""derived from Incidence graph by Cees Duin"""
g001553.zip,125,177,"NAME: es50fst02. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es50fst02"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001554.zip,1000,49813,NAME: Fast GNP random graph using networkx library in python. Weights computed via the -1 with probability p and 1 with probability 1-p distribution. || COMMENT: Graph parameters: n=1000; p=0.1; seed=1729 Weight distribution parameters: alpha=0.196934996377; seed=1729. || TYPE: Random Graphs
g001555.zip,361,724,"NAME: wrp4-30. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name   ""wrp4-30.stp"", Remark ""Group Steiner Tree problem from VLSI wire routing"", End"
g001556.zip,100,485,NAME: bqp100_10.txt || COMMENT: Processed from file bqp100.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html
g001557.zip,640,40896,"NAME: i640-142. || COMMENT: SECTION Comment, Name ""i640-142-PCST"", Creator ""Indaco Biazzo"" , Remark ""derived from Incidence graph by Cees Duin"""
g001558.zip,330,538,"NAME: eil101fst. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""eil101fst"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001559.zip,933,197030,NAME: Barabasi Albert random graph using networkx library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: m=610; n=933; seed=1729 Weight distribution parameters: a=-10.0; b=17.0; seed=1729. || TYPE: Random Graphs
g001560.zip,706,6354,NAME: Connected Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: k=18; n=706; p=0.74821199885; seed=1729 Weight distribution parameters: a=-1.0; b=60.0; seed=1729. || TYPE: Random Graphs
g001561.zip,160,320,"NAME: i160-134. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001563.zip,400,1456,"NAME: K400.5. || COMMENT: SECTION Comments, Name ""K400.5"", Creator ""JMP99"", Problem ""Prize-Collecting Steiner Problem in Graphs"""
g001564.zip,479,2842,"NAME: Random Shell random graph using networkx library in python. Weights computed via the normal distribution. || COMMENT: Graph parameters: seed=1729; tuple=[(210,1250,0.971887510162),(269,2929,0.543547340755)] Weight distribution parameters: mu=4.36510776618; sigma=9.02049685803; seed=1729. || TYPE: Random Graphs"
g001565.zip,812,1624,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the triangular distribution. || COMMENT: Graph parameters: h=29; seed=-1; w=28 Weight distribution parameters: low=-6.0; high=60.0; mode=55.4648020402; seed=1729. || TYPE: Random Graphs
g001566.zip,1989,3641,"NAME: lin17. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001567.zip,16,40,NAME: i20.txt || COMMENT: \f0\fs26 \cf0 #http://www.maths.gla.ac.uk/~es/srgraphs.html\
g001568.zip,5417,13360760,NAME: Fast GNP random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: n=5417; p=0.910674576906; seed=1729 Weight distribution parameters: alpha=2.23238353113; beta=1.75411189276; seed=1729. || TYPE: Random Graphs
g001569.zip,3650,7300,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the constant distribution. || COMMENT: Graph parameters: h=50; seed=-1; w=73 Weight distribution parameters: alpha=5.0; seed=1729. || TYPE: Random Graphs
g001571.zip,4756,9512,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the normal distribution. || COMMENT: Graph parameters: h=82; seed=-1; w=58 Weight distribution parameters: mu=14.5155930799; sigma=1.81418882703; seed=1729. || TYPE: Random Graphs
g001572.zip,500,12500,"NAME: C16-A. || COMMENT: SECTION Comments, Name ""C16-A"", Creator ""CRR01"", Problem ""Prize-Collecting Steiner Problem in Graphs"""
g001573.zip,1000,2095,NAME: Planar random graph using rudy library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: density=70.0; seed=1729; size=1000 Weight distribution parameters: a=-6.0; b=74.0; seed=1729. || TYPE: Random Graphs
g001574.zip,128,182,"NAME: es50fst03. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es50fst03"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001575.zip,5467,1350620,NAME: Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: k=302; n=5467; p=0.635988377309; seed=1729 Weight distribution parameters: alpha=16.336303392; beta=4.47282056028; seed=1729. || TYPE: Random Graphs
g001576.zip,2000,11785,"NAME: g41.rud || COMMENT: instances generated by helmberg and rendl (2000) who used rudy, a machine independent graph generator by giovanni rinaldi to create 54 instances ranging from n=80 to 3000. they consist of toroidal, planar and random graphs with wieghts taking values -1 0 or 1. burer (2001) and festa et al (2002) used these graphs in their experiments"
g001577.zip,160,12720,"NAME: i160-025. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001578.zip,17,68,"NAME: p5 || COMMENT: # graphs from a website, used for isomorphism testing. # http://funkybee.narod.ru/graphs.htm"
g001579.zip,818,1462,"NAME: lin12. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001580.zip,640,1280,"NAME: i640-031. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001581.zip,2383,2447660,NAME: Dense GNM random graph using networkx library in python. Weights computed via the beta distribution. || COMMENT: Graph parameters: m=2447660.0; n=2383; seed=1729 Weight distribution parameters: alpha=10.0; beta=7.0; seed=1729. || TYPE: Random Graphs
g001582.zip,7231,13727,"NAME: diw0778. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""DIW0778"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g001583.zip,640,4135,"NAME: i640-115. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001585.zip,1404,165672,NAME: Watts-Strogatz random graph using networkx library in python. Weights computed via the normal distribution. || COMMENT: Graph parameters: k=236; n=1404; p=0.0647062421705; seed=1729 Weight distribution parameters: mu=3.91640536415; sigma=41.6261504176; seed=1729. || TYPE: Random Graphs
g001586.zip,2925,97500,NAME: Simplex random graph using rudy library in python. Weights computed via the -1 with probability p and 1 with probability 1-p distribution. || COMMENT: Graph parameters: dim=24; seed=-1; sum=3 Weight distribution parameters: alpha=0.318755840102; seed=1729. || TYPE: Random Graphs
g001587.zip,6072,8977,NAME: Planar random graph using rudy library in python. Weights computed via the normal distribution. || COMMENT: Graph parameters: density=49.2971225057; seed=1729; size=6072 Weight distribution parameters: mu=19.2029423826; sigma=24.153031362; seed=1729. || TYPE: Random Graphs
g001588.zip,400,1492,"NAME: K400.3. || COMMENT: SECTION Comments, Name ""K400.3"", Creator ""JMP99"", Problem ""Prize-Collecting Steiner Problem in Graphs"""
g001589.zip,95,755,NAME: mycielski_7 || COMMENT: # http://www.dharwadker.org/vertex_coloring/ # mycielski 7-chromatic graph # chromatic number 7
g001590.zip,500,1000,"NAME: C08-A. || COMMENT: SECTION Comments, Name ""C08-A"", Creator ""CRR01"", Problem ""Prize-Collecting Steiner Problem in Graphs"""
g001591.zip,2520,5040,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the beta distribution. || COMMENT: Graph parameters: h=36; seed=-1; w=70 Weight distribution parameters: alpha=8.0; beta=8.0; seed=1729. || TYPE: Random Graphs
g001592.zip,320,10208,"NAME: i320-343. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001593.zip,4299,5578595,NAME: Fast GNP random graph using networkx library in python. Weights computed via the uniform integer distribution. || COMMENT: Graph parameters: n=4299; p=0.603551827818; seed=1729 Weight distribution parameters: a=-3.0; b=91.0; seed=1729. || TYPE: Random Graphs
g001594.zip,1200,9625,"NAME: a1200RandGraph.1.5. || COMMENT: SECTION Comment, Name 	 ""n1200_l1.5_rand-graph"", Creator 	""Indaco Biazzo"", Remark"
g001595.zip,100,200,"NAME: b16. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001596.zip,160,240,"NAME: i160-204. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001597.zip,640,960,"NAME: i640-002. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001598.zip,1200,9451,"NAME: a1200RandGraph.3. || COMMENT: SECTION Comment, Name 	 ""n1200_l3.0_rand-graph"", Creator 	""Indaco Biazzo"", Remark"
g001599.zip,709,125580,NAME: Barabasi Albert random graph using networkx library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: m=364; n=709; seed=1729 Weight distribution parameters: a=0.0; b=58.0; seed=1729. || TYPE: Random Graphs
g001600.zip,311,530,"NAME: lin08-1000s. || COMMENT: SECTION Comment, Name ""lin08-1000s"", Creator ""Bernd Zey"", Problem ""Stochastic Steiner Tree Problem"", # Stochastic Steiner tree problem instance, base file: lin08.stp, # weight-scaling off, # parameters:, # distribution=equal, # selectRootRandomly=0, # probabilityTerminal=33, # probabilityNonTerminal=5, # 2nd stage edge-costs in [1.1000c_e, 1.3000c_e]"
g001601.zip,6104,11011,"NAME: alut2010. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""ALUT2010"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g001602.zip,45,270,"NAME: p37 || COMMENT: # graphs from a website, used for isomorphism testing. # http://funkybee.narod.ru/graphs.htm"
g001603.zip,29,203,NAME: i135.txt || COMMENT: \f0\fs26 \cf0 #http://www.maths.gla.ac.uk/~es/srgraphs.html\
g001604.zip,2000,16008,"NAME: a2000RandGraph.1.2. || COMMENT: SECTION Comment, Name 	 ""n2000_l1.2_rand-graph"", Creator 	""Indaco Biazzo"", Remark"
g001605.zip,294,618,"NAME: wrp4-38. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name   ""wrp4-38.stp"", Remark ""Group Steiner Tree problem from VLSI wire routing"", End"
g001606.zip,187,268,"NAME: es70fst06. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es70fst06"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001607.zip,2500,12500,"NAME: e12. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001608.zip,696,1392,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the uniform integer distribution. || COMMENT: Graph parameters: h=29; seed=-1; w=24 Weight distribution parameters: a=10.0; b=58.0; seed=1729. || TYPE: Random Graphs
g001609.zip,1000,2000,"NAME: D06-A. || COMMENT: SECTION Comments, Name ""D06-A"", Creator ""CRR01"", Problem ""Prize-Collecting Steiner Problem in Graphs"""
g001610.zip,565,71064,NAME: Powerlaw cluster random graph using networkx library in python. Weights computed via the constant distribution. || COMMENT: Graph parameters: m=376; n=565; p=0.755949022634; seed=1729 Weight distribution parameters: alpha=6.0; seed=1729. || TYPE: Random Graphs
g001611.zip,496,2449,"NAME: Random Shell random graph using networkx library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: seed=1729; tuple=[(496,2532,0.967495069251)] Weight distribution parameters: a=5.0; b=29.0; seed=1729. || TYPE: Random Graphs"
g001612.zip,1000,59964,NAME: Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: k=100; n=1000; p=0.2; seed=1729 Weight distribution parameters: alpha=13.9236125809; beta=2.92283662741; seed=1729. || TYPE: Random Graphs
g001613.zip,100,307,"NAME: K100.6. || COMMENT: SECTION Comments, Name ""K100.6"", Creator ""JMP99"", Problem ""Prize-Collecting Steiner Problem in Graphs"""
g001614.zip,398,788,"NAME: wrp4-44. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name   ""wrp4-44.stp"", Remark ""Group Steiner Tree problem from VLSI wire routing"", End"
g001615.zip,773,176619,NAME: Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: k=290; n=773; p=0.576278493532; seed=1729 Weight distribution parameters: alpha=7.64078400435; beta=5.83108224651; seed=1729. || TYPE: Random Graphs
g001616.zip,2000,5729,"NAME: 2r133. || COMMENT: 33D32945 STP File, STP Format Version 1.0,  These had 4 arcs. Processed only 3"
g001617.zip,4679,3755850,NAME: Barabasi Albert random graph using networkx library in python. Weights computed via the constant distribution. || COMMENT: Graph parameters: m=1029; n=4679; seed=1729 Weight distribution parameters: alpha=4.0; seed=1729. || TYPE: Random Graphs
g001618.zip,4306,271488,NAME: Barabasi Albert random graph using networkx library in python. Weights computed via the triangular distribution. || COMMENT: Graph parameters: m=64; n=4306; seed=1729 Weight distribution parameters: low=-3.0; high=84.0; mode=77.3538241674; seed=1729. || TYPE: Random Graphs
g001619.zip,640,40896,"NAME: i640-345. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001620.zip,6836,11715,"NAME: taq0377. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""TAQ0377"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g001621.zip,120,2072,NAME: be120.3.7.sparse || COMMENT: biqmac_all/biq/be/ data set
g001622.zip,1024,5120,"NAME: hc10u. || COMMENT: SECTION Comment , Name ""hc10"" , Creator ""Indaco Biazzo""  , Remark ""prize version of Rosseti et al. hypercube graphs"""
g001623.zip,840,1680,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the weibull distribution. || COMMENT: Graph parameters: h=30; seed=-1; w=28 Weight distribution parameters: alpha=0.44800970279; beta=13.5347515556; seed=1729. || TYPE: Random Graphs
g001624.zip,1250,2331,"NAME: 1r333. || COMMENT: 33D32945 STP File, STP Format Version 1.0,  These had 4 arcs. Processed only 3"
g001625.zip,900,1800,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the triangular distribution. || COMMENT: Graph parameters: h=30; seed=-1; w=30 Weight distribution parameters: low=-2.0; high=38.0; mode=34.1688316336; seed=1729. || TYPE: Random Graphs
g001626.zip,2732,1347556,NAME: Barabasi Albert random graph using networkx library in python. Weights computed via the pareto distribution. || COMMENT: Graph parameters: m=2086; n=2732; seed=1729 Weight distribution parameters: alpha=1.84108561483; seed=1729. || TYPE: Random Graphs
g001627.zip,1250,2331,"NAME: 1r231. || COMMENT: 33D32945 STP File, STP Format Version 1.0,  These had 4 arcs. Processed only 3"
g001629.zip,640,4135,"NAME: i640-013. || COMMENT: SECTION Comment, Name ""i640-013-PCST"", Creator ""Indaco Biazzo"" , Remark ""derived from Incidence graph by Cees Duin"""
g001630.zip,80,1580,NAME: g05_80.6 || COMMENT: biqmac_all/mac/rudy data set
g001632.zip,160,2544,"NAME: i160-242. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001633.zip,955,446118,NAME: Fast GNP random graph using networkx library in python. Weights computed via the log normal distribution. || COMMENT: Graph parameters: n=955; p=0.979129367086; seed=1729 Weight distribution parameters: mu=-4.36176155034; sigma=2.8535906164; seed=1729. || TYPE: Random Graphs
g001634.zip,34,153,"NAME: p44 || COMMENT: # graphs from a website, used for isomorphism testing. # http://funkybee.narod.ru/graphs.htm"
g001635.zip,1415,632975,NAME: GNP random graph using networkx library in python. Weights computed via the exponential distribution. || COMMENT: Graph parameters: n=1415; p=0.632361318201; seed=1729 Weight distribution parameters: lambda=63.9350413639; seed=1729. || TYPE: Random Graphs
g001636.zip,1724,2975,"NAME: gap2119. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""GAP2119"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g001637.zip,184,186,"NAME: u159fst. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""u159fst"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001638.zip,110,149,"NAME: es50fst12. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es50fst12"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001639.zip,197,282,"NAME: es80fst15. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es80fst15"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001640.zip,1000,2000,"NAME: D07-A. || COMMENT: SECTION Comments, Name ""D07-A"", Creator ""CRR01"", Problem ""Prize-Collecting Steiner Problem in Graphs"""
g001641.zip,688,105952,NAME: Connected Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the pareto distribution. || COMMENT: Graph parameters: k=309; n=688; p=0.456873827171; seed=1729 Weight distribution parameters: alpha=2.08847808352; seed=1729. || TYPE: Random Graphs
g001642.zip,2500,309077,NAME: bqp2500_8.txt || COMMENT: Processed from file bqp2500.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html
g001643.zip,286,3630,NAME: Simplex random graph using rudy library in python. Weights computed via the weibull distribution. || COMMENT: Graph parameters: dim=10; seed=-1; sum=3 Weight distribution parameters: alpha=17.709316576; beta=15.7653593139; seed=1729. || TYPE: Random Graphs
g001644.zip,995,328676,NAME: Fast GNP random graph using networkx library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: n=995; p=0.664871763108; seed=1729 Weight distribution parameters: a=-7.0; b=37.0; seed=1729. || TYPE: Random Graphs
g001645.zip,200,1605,"NAME: a0200RandGraph.2. || COMMENT: SECTION Comment Name 	 ""n200_l2.0_rand-graph"" Creator 	""Indaco Biazzo"" Remark"
g001646.zip,160,812,"NAME: i160-313. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001647.zip,1000,25000,NAME: Connected Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: k=50; n=1000; p=0.4; seed=1729 Weight distribution parameters: a=3.0; b=61.0; seed=1729. || TYPE: Random Graphs
g001649.zip,160,812,"NAME: i160-011. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001650.zip,3000,23852,"NAME: a3000RandGraph.1.5. || COMMENT: SECTION Comment, Name 	 ""n3000_l1.5_rand-graph"", Creator 	""Indaco Biazzo"", Remark"
g001651.zip,5819,16452342,NAME: Dense GNM random graph using networkx library in python. Weights computed via the exponential distribution. || COMMENT: Graph parameters: m=16452342.0; n=5819; seed=1729 Weight distribution parameters: lambda=64.5632212992; seed=1729. || TYPE: Random Graphs
g001652.zip,20,30,"NAME: b20_dodecahedron || COMMENT: http://www.dharwadker.org/tevet/isomorphism/main.html, isomorphic dodecahedron B"
g001653.zip,3564,322803,NAME: Barabasi Albert random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: m=93; n=3564; seed=1729 Weight distribution parameters: alpha=10.5952695231; beta=1.09893478874; seed=1729. || TYPE: Random Graphs
g001654.zip,93,129,"NAME: es40fst15. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es40fst15"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001655.zip,80,120,"NAME: i080-005. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001656.zip,231,4410,NAME: Simplex random graph using rudy library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: dim=20; seed=-1; sum=2 Weight distribution parameters: a=6.0; b=70.0; seed=1729. || TYPE: Random Graphs
g001658.zip,648,128186,NAME: Fast GNP random graph using networkx library in python. Weights computed via the weibull distribution. || COMMENT: Graph parameters: n=648; p=0.610084991815; seed=1729 Weight distribution parameters: alpha=9.71547906757; beta=6.45890122456; seed=1729. || TYPE: Random Graphs
g001659.zip,640,204480,"NAME: i640-224. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001660.zip,640,1280,"NAME: i640-234. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001661.zip,35,315,NAME: i140.txt || COMMENT: \f0\fs26 \cf0 #http://www.maths.gla.ac.uk/~es/srgraphs.html\
g001662.zip,4052,799552,NAME: Barabasi Albert random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: m=208; n=4052; seed=1729 Weight distribution parameters: alpha=11.9470278406; beta=0.468531844522; seed=1729. || TYPE: Random Graphs
g001663.zip,150,3366,NAME: be150.3.6.sparse || COMMENT: biqmac_all/biq/be/ data set
g001664.zip,240,349,"NAME: es90fst13. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es90fst13"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001665.zip,200,5923,NAME: be200.3.1.sparse || COMMENT: biqmac_all/biq/be/ data set
g001666.zip,2000,11778,"NAME: g35.rud || COMMENT: instances generated by helmberg and rendl (2000) who used rudy, a machine independent graph generator by giovanni rinaldi to create 54 instances ranging from n=80 to 3000. they consist of toroidal, planar and random graphs with wieghts taking values -1 0 or 1. burer (2001) and festa et al (2002) used these graphs in their experiments"
g001667.zip,100,495,NAME: pm1s_100.7 || COMMENT: biqmac_all/mac/rudy data set
g001668.zip,1994,3646,"NAME: lin18. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001669.zip,2200,7997,"NAME: bip52u. || COMMENT: 33D32945 STP File, STP Format Version 1.0, Section Comment, Name    ""bip52u"", Creator ""I. Rosseti, M. Poggi de Aragao, C.C. Ribeiro, E. Uchoa, and R.F.Werneck"", Remark  ""Bipartite instance"", End"
g001670.zip,160,2544,"NAME: i160-243. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001671.zip,728,1456,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the normal distribution. || COMMENT: Graph parameters: h=26; seed=-1; w=28 Weight distribution parameters: mu=19.1568515996; sigma=20.6083490777; seed=1729. || TYPE: Random Graphs
g001672.zip,250,3087,NAME: bqp250_7.txt || COMMENT: Processed from file bqp250.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html
g001673.zip,667,1334,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the weibull distribution. || COMMENT: Graph parameters: h=23; seed=-1; w=29 Weight distribution parameters: alpha=0.652165119511; beta=17.3010133627; seed=1729. || TYPE: Random Graphs
g001674.zip,543,19767,NAME: Dense GNM random graph using networkx library in python. Weights computed via the -1 with probability p and 1 with probability 1-p distribution. || COMMENT: Graph parameters: m=19767.0; n=543; seed=1729 Weight distribution parameters: alpha=0.167380886728; seed=1729. || TYPE: Random Graphs
g001675.zip,933,1632,"NAME: msm1234. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""MSM1234"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g001676.zip,2422,302750,NAME: Connected Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the beta distribution. || COMMENT: Graph parameters: k=251; n=2422; p=0.503845436353; seed=1729 Weight distribution parameters: alpha=10.0; beta=6.0; seed=1729. || TYPE: Random Graphs
